SPECTRUM - MS
Pol2_010.RAW
FTMS + p NSI sid=25.00  Full ms2 1000.00@hcd100.00 [1000.00-15000.00]
Scan #: 38-48
RT: 0.86-1.08
AV: 11
Data points: 18008
Mass	Intensity
1017.075759	0.000000
1017.814740	0.000000
1017.845548	0.000000
1017.876358	0.000000
1017.907169	0.000000
1017.937982	40.210803
1017.968795	79.426947
1017.999611	108.785845
1018.030428	105.052105
1018.061246	69.577223
1018.092065	0.300112
1018.122886	0.000000
1018.153708	46.619952
1018.184532	68.369978
1018.215357	73.898791
1018.246184	57.656337
1018.277012	28.723618
1018.307841	0.312221
1018.338672	0.000000
1018.369504	0.000000
1018.400338	0.000000
1018.431172	0.000000
1018.616211	0.000000
1018.647056	0.000000
1018.677902	0.000000
1018.708750	0.000000
1018.739599	38.921168
1018.770449	80.040504
1018.801301	102.459519
1018.832154	94.042089
1018.863009	62.672824
1018.893865	0.273210
1018.924722	0.000000
1018.955581	0.000000
1018.986441	30.233112
1019.017302	51.989605
1019.048165	59.655618
1019.079030	48.857423
1019.109895	26.572855
1019.140763	0.442914
1019.171631	0.000000
1019.202501	0.000000
1019.233372	0.000000
1019.264245	0.000000
1019.820195	0.000000
1019.851095	0.000000
1019.881995	0.000000
1019.912898	0.000000
1019.943801	33.915823
1019.974706	76.328792
1020.005613	112.619259
1020.036521	122.135687
1020.067430	102.780455
1020.098341	66.544978
1020.129253	0.197651
1020.160166	0.000000
1020.191081	37.544543
1020.221997	80.904488
1020.252915	127.322653
1020.283834	197.470977
1020.314755	216.760848
1020.345677	188.112597
1020.376600	123.405807
1020.407525	56.291085
1020.438451	0.466103
1020.469378	0.000000
1020.500307	0.000000
1020.531238	0.000000
1020.562169	0.000000
1021.057269	0.000000
1021.088225	0.000000
1021.119182	0.000000
1021.150140	0.000000
1021.181100	115.296079
1021.212061	194.553463
1021.243024	219.581122
1021.273988	167.119179
1021.304954	78.891086
1021.335921	0.329999
1021.366889	0.000000
1021.397859	0.000000
1021.428830	0.000000
1021.459803	0.000000
1021.831583	0.000000
1021.862574	0.000000
1021.893567	0.000000
1021.924560	0.000000
1021.955556	46.791172
1021.986552	88.233255
1022.017550	117.298274
1022.048549	114.023770
1022.079550	78.399424
1022.110552	0.035682
1022.141556	0.000000
1022.172561	0.000000
1022.203567	0.000000
1022.234575	68.775386
1022.265584	91.902305
1022.296595	101.508654
1022.327607	92.840796
1022.358621	65.132620
1022.389635	0.043607
1022.420652	0.000000
1022.451669	0.000000
1022.482689	0.000000
1022.513709	0.000000
1022.606779	0.000000
1022.637805	0.000000
1022.668833	0.000000
1022.699862	0.000000
1022.730892	39.184888
1022.761924	76.857569
1022.792957	98.704189
1022.823992	88.692214
1022.855028	52.833516
1022.886066	0.240207
1022.917104	0.000000
1022.948145	0.000000
1022.979186	0.000000
1023.010230	0.000000
1026.090507	0.000000
1026.121692	0.000000
1026.152879	0.000000
1026.184066	0.000000
1026.215255	28.674625
1026.246446	56.808947
1026.277638	76.578616
1026.308831	75.612262
1026.340026	54.284304
1026.371222	26.451546
1026.402420	0.315571
1026.433619	0.000000
1026.464820	0.000000
1026.496021	0.000000
1026.527225	0.000000
1028.746304	0.000000
1028.777610	0.000000
1028.808918	0.000000
1028.840226	0.000000
1028.871537	30.534452
1028.902848	68.784017
1028.934162	132.169418
1028.965476	227.088487
1028.996792	154.929125
1029.028110	121.282409
1029.059428	66.597360
1029.090749	0.295042
1029.122071	0.000000
1029.153394	0.000000
1029.184718	0.000000
1029.216044	0.000000
1029.278701	0.000000
1029.310031	0.000000
1029.341363	0.000000
1029.372696	0.000000
1029.404030	37.473749
1029.435366	65.308602
1029.466704	77.481151
1029.498043	65.311835
1029.529383	36.781920
1029.560725	0.227282
1029.592068	0.000000
1029.623413	0.000000
1029.654759	0.000000
1029.686106	0.000000
1031.852545	0.000000
1031.883993	0.000000
1031.915442	0.000000
1031.946893	0.000000
1031.978345	63.918691
1032.009799	91.906110
1032.041254	90.638746
1032.072710	58.143343
1032.104168	60.505440
1032.135628	98.129768
1032.167089	140.917073
1032.198551	142.931498
1032.230015	104.067120
1032.261480	53.220219
1032.292946	0.168930
1032.324414	0.000000
1032.355884	0.000000
1032.387355	0.000000
1032.418827	56.096246
1032.450301	78.011865
1032.481776	93.720026
1032.513253	89.435128
1032.544731	61.888775
1032.576211	0.198051
1032.607692	0.000000
1032.639174	0.000000
1032.670658	0.000000
1032.702143	0.000000
1033.363668	0.000000
1033.395185	0.000000
1033.426703	0.000000
1033.458223	0.000000
1033.489744	35.171410
1033.521267	72.416154
1033.552791	92.906545
1033.584317	80.958255
1033.615844	46.641995
1033.647373	0.291124
1033.678903	0.000000
1033.710434	0.000000
1033.741967	0.000000
1033.773501	0.000000
1034.183579	0.000000
1034.215133	0.000000
1034.246689	0.000000
1034.278247	0.000000
1034.309806	62.150641
1034.341366	114.395369
1034.372928	135.487000
1034.404491	112.943290
1034.436055	63.483826
1034.467622	0.204060
1034.499189	0.000000
1034.530758	0.000000
1034.562328	0.000000
1034.593900	0.000000
1034.625474	0.000000
1034.657048	0.000000
1034.688625	0.000000
1034.720202	0.000000
1034.751781	38.222397
1034.783362	84.484704
1034.814944	130.693523
1034.846527	146.349551
1034.878112	84.626530
1034.909699	0.272321
1034.941286	0.000000
1034.972876	0.000000
1035.004466	109.059565
1035.036058	127.353039
1035.067652	94.090061
1035.099247	35.955499
1035.130843	0.115652
1035.162441	0.000000
1035.194041	0.000000
1035.225641	0.000000
1035.257244	0.000000
1035.288847	0.000000
1035.320452	0.000000
1035.352059	0.000000
1035.383667	0.000000
1035.415276	69.565932
1035.446887	90.744833
1035.478500	98.801868
1035.510114	86.463155
1035.541729	57.768932
1035.573346	0.186816
1035.604964	0.000000
1035.636583	0.000000
1035.668204	99.051721
1035.699827	167.993134
1035.731451	200.316695
1035.763076	170.751472
1035.794703	95.496255
1035.826331	0.365068
1035.857961	0.000000
1035.889592	0.000000
1035.921225	0.000000
1035.952859	0.000000
1035.984495	0.000000
1036.016132	0.000000
1036.047770	0.000000
1036.079410	47.750150
1036.111051	76.687240
1036.142694	86.725981
1036.174338	75.260929
1036.205984	53.348720
1036.237631	0.173241
1036.269280	0.000000
1036.300930	0.000000
1036.332581	0.000000
1036.364234	0.000000
1036.395889	0.000000
1036.427544	34.651637
1036.459202	72.208263
1036.490860	109.209271
1036.522521	130.932844
1036.554182	127.741937
1036.585845	101.096631
1036.617510	63.780254
1036.649176	0.207341
1036.680843	0.000000
1036.712512	44.908021
1036.744183	77.121213
1036.775854	101.348953
1036.807528	99.689476
1036.839202	71.507669
1036.870878	0.234170
1036.902556	0.000000
1036.934235	0.000000
1036.965916	0.000000
1036.997598	0.000000
1037.219412	0.000000
1037.251106	0.000000
1037.282801	0.000000
1037.314497	0.000000
1037.346195	43.113470
1037.377894	69.437991
1037.409595	83.394605
1037.441298	74.652209
1037.473001	47.025180
1037.504706	0.434851
1037.536413	0.000000
1037.568121	0.000000
1037.599831	0.000000
1037.631542	0.000000
1038.964718	0.000000
1038.996492	0.000000
1039.028267	0.000000
1039.060043	0.000000
1039.091821	68.721086
1039.123601	101.653007
1039.155382	103.435118
1039.187164	72.599269
1039.218948	29.775787
1039.250733	0.139776
1039.282520	0.000000
1039.314308	0.000000
1039.346098	0.000000
1039.377889	0.000000
1039.505068	0.000000
1039.536866	0.000000
1039.568666	0.000000
1039.600467	0.000000
1039.632270	51.062903
1039.664074	90.796648
1039.695880	104.368695
1039.727687	83.150126
1039.759496	42.925345
1039.791306	0.221046
1039.823118	0.000000
1039.854931	0.000000
1039.886745	0.000000
1039.918561	0.000000
1042.021644	0.000000
1042.053558	0.000000
1042.085473	0.000000
1042.117390	0.000000
1042.149308	64.004017
1042.181228	99.711969
1042.213150	104.922709
1042.245072	77.051413
1042.276996	36.820857
1042.308922	0.169489
1042.340849	0.000000
1042.372778	0.000000
1042.404708	0.000000
1042.436640	0.000000
1042.915789	0.000000
1042.947744	0.000000
1042.979700	0.000000
1043.011658	0.000000
1043.043618	75.156245
1043.075579	123.554512
1043.107541	149.323335
1043.139505	136.696919
1043.171470	93.312133
1043.203437	42.443251
1043.235405	0.036064
1043.267375	0.000000
1043.299346	0.000000
1043.331319	0.000000
1043.363293	0.000000
1045.284434	0.000000
1045.316498	0.000000
1045.348563	0.000000
1045.380630	0.000000
1045.412698	60.530847
1045.444768	119.338189
1045.476840	151.308972
1045.508912	131.773645
1045.540987	168.224305
1045.573062	189.961686
1045.605140	275.483435
1045.637218	248.413230
1045.669299	113.783063
1045.701380	55.559914
1045.733463	0.263776
1045.765548	0.000000
1045.797634	0.000000
1045.829722	0.000000
1045.861811	0.000000
1045.990182	0.000000
1046.022278	0.000000
1046.054376	0.000000
1046.086475	0.000000
1046.118576	57.407644
1046.150679	115.170958
1046.182782	242.306357
1046.214888	251.753268
1046.246994	155.838956
1046.279103	62.861722
1046.311212	0.221497
1046.343324	0.000000
1046.375436	0.000000
1046.407551	0.000000
1046.439666	0.000000
1046.471783	0.000000
1046.503902	0.000000
1046.536022	58.803259
1046.568144	105.376367
1046.600267	132.430522
1046.632391	126.540115
1046.664517	95.404320
1046.696645	56.461877
1046.728774	0.322269
1046.760904	0.000000
1046.793036	0.000000
1046.825169	0.000000
1046.857304	0.000000
1047.789860	0.000000
1047.822039	0.000000
1047.854220	0.000000
1047.886402	0.000000
1047.918586	68.311766
1047.950771	103.260729
1047.982958	117.083754
1048.015146	104.756987
1048.047336	75.155316
1048.079527	0.364359
1048.111719	0.000000
1048.143913	0.000000
1048.176109	0.000000
1048.208306	0.000000
1050.659633	0.000000
1050.691945	0.000000
1050.724258	0.000000
1050.756573	0.000000
1050.788889	50.840000
1050.821206	92.915806
1050.853525	122.872620
1050.885846	116.897874
1050.918168	75.336552
1050.950491	0.365079
1050.982816	0.000000
1051.015143	0.000000
1051.047471	0.000000
1051.079800	0.000000
1051.597275	0.000000
1051.629630	0.000000
1051.661986	0.000000
1051.694344	0.000000
1051.726704	68.800876
1051.759065	181.584493
1051.791427	296.486745
1051.823791	330.864407
1051.856156	235.043944
1051.888523	83.650713
1051.920891	0.407538
1051.953261	0.000000
1051.985632	0.000000
1052.018005	0.000000
1052.050379	0.000000
1056.793109	0.000000
1056.825704	0.000000
1056.858301	0.000000
1056.890899	0.000000
1056.923498	67.873074
1056.956099	106.101687
1056.988702	118.308324
1057.021306	100.765811
1057.053911	65.259297
1057.086518	0.000000
1057.119127	0.000000
1057.151737	0.000000
1057.184348	0.000000
1058.718795	0.000000
1058.751479	0.000000
1058.784165	0.000000
1058.816852	0.000000
1058.849540	57.559289
1058.882231	95.905585
1058.914922	117.705035
1058.947615	105.665196
1058.980310	65.225851
1059.013006	0.238097
1059.045704	0.000000
1059.078403	0.000000
1059.111104	0.000000
1059.143806	0.000000
1060.322097	0.000000
1060.354855	0.000000
1060.387615	0.000000
1060.420377	0.000000
1060.453140	47.964700
1060.485904	101.239181
1060.518670	136.154237
1060.551437	130.933459
1060.584206	92.643815
1060.616977	48.278430
1060.649749	0.039840
1060.682522	0.000000
1060.715298	0.000000
1060.748074	0.000000
1060.780852	0.000000
1062.060384	0.000000
1062.093223	0.000000
1062.126064	0.000000
1062.158906	0.000000
1062.191749	69.986134
1062.224594	98.183668
1062.257441	108.628216
1062.290289	164.453227
1062.323139	160.866952
1062.355990	110.353579
1062.388842	102.130907
1062.421697	71.081274
1062.454552	0.313482
1062.487410	0.000000
1062.520268	0.000000
1062.553129	0.000000
1062.585990	0.000000
1066.276182	0.000000
1066.309217	0.000000
1066.342253	0.000000
1066.375291	0.000000
1066.408330	37.716102
1066.441371	122.426652
1066.474413	181.821642
1066.507457	188.276166
1066.540503	138.924964
1066.573550	57.024507
1066.606598	40.367172
1066.639648	92.779394
1066.672700	138.936730
1066.705753	166.267948
1066.738807	81.375757
1066.771864	0.074405
1066.804921	0.000000
1066.837981	0.000000
1066.871041	0.000000
1066.904104	0.000000
1067.201734	0.000000
1067.234811	0.000000
1067.267891	0.000000
1067.300971	0.000000
1067.334054	0.011011
1067.367138	9.037044
1067.400223	107.914022
1067.433310	250.521887
1067.466398	330.052770
1067.499488	224.043947
1067.532580	141.115939
1067.565673	31.577545
1067.598768	0.391629
1067.631864	0.000000
1067.664962	0.000000
1067.698061	0.000000
1067.731162	0.000000
1067.764264	0.000000
1067.797368	11.634502
1067.830473	107.852650
1067.863580	206.188106
1067.896689	250.704512
1067.929799	122.529111
1067.962910	60.868415
1067.996023	0.006525
1068.029138	0.000000
1068.062254	0.000000
1068.095372	0.000000
1068.128491	0.000000
1068.990133	0.000000
1069.023293	0.000000
1069.056456	0.000000
1069.089620	0.000000
1069.122785	53.503532
1069.155952	94.270868
1069.189121	113.922785
1069.222291	96.435812
1069.255463	52.032481
1069.288636	0.049522
1069.321811	0.000000
1069.354987	0.000000
1069.388165	0.000000
1069.421344	0.000000
1070.151682	0.000000
1070.184897	0.000000
1070.218114	0.000000
1070.251332	0.000000
1070.284551	76.067073
1070.317772	115.126132
1070.350995	121.122369
1070.384219	88.240135
1070.417445	38.302301
1070.450672	0.038331
1070.483901	0.000000
1070.517132	0.000000
1070.550364	0.000000
1070.583597	0.000000
1073.747851	0.000000
1073.781233	0.000000
1073.814618	0.000000
1073.848003	0.000000
1073.881390	62.819019
1073.914779	101.944450
1073.948169	115.328591
1073.981561	93.042979
1074.014955	49.430173
1074.048350	0.014591
1074.081746	0.000000
1074.115144	0.000000
1074.148544	0.000000
1074.181945	0.000000
1076.054902	0.000000
1076.088392	0.000000
1076.121883	0.000000
1076.155377	0.000000
1076.188872	45.909511
1076.222368	78.596019
1076.255866	101.235612
1076.289366	100.347452
1076.322867	74.888512
1076.356369	39.275058
1076.389874	0.182617
1076.423379	0.000000
1076.456887	0.000000
1076.490396	0.000000
1076.523906	0.000000
1077.328628	0.000000
1077.362177	0.000000
1077.395728	0.000000
1077.429281	0.000000
1077.462836	60.733348
1077.496391	95.055139
1077.529949	107.731587
1077.563508	92.246611
1077.597069	57.571908
1077.630631	0.065675
1077.664195	0.000000
1077.697760	0.000000
1077.731327	0.000000
1077.764895	0.000000
1078.739063	0.000000
1078.772679	0.000000
1078.806296	0.000000
1078.839914	0.000000
1078.873535	48.772061
1078.907156	78.111788
1078.940780	87.645920
1078.974405	71.468734
1079.008031	39.090182
1079.041660	0.277494
1079.075289	0.000000
1079.108920	0.000000
1079.142553	0.000000
1079.176188	0.000000
1081.264596	0.000000
1081.298330	0.000000
1081.332065	0.000000
1081.365802	0.000000
1081.399540	67.142111
1081.433280	105.835296
1081.467022	116.263897
1081.500765	92.148624
1081.534510	50.909321
1081.568256	0.043063
1081.602004	0.000000
1081.635753	0.000000
1081.669504	0.000000
1081.703257	0.000000
1088.587889	0.000000
1088.621966	0.000000
1088.656045	0.000000
1088.690125	0.000000
1088.724207	0.060023
1088.758290	71.059266
1088.792375	124.975312
1088.826462	276.040456
1088.860550	260.808977
1088.894640	154.288796
1088.928731	43.145379
1088.962824	0.000000
1088.996919	0.000000
1089.031015	0.000000
1089.065113	0.000000
1089.269733	0.000000
1089.303842	0.000000
1089.337952	0.000000
1089.372065	0.000000
1089.406178	50.101654
1089.440294	85.469422
1089.474411	95.765252
1089.508529	78.189216
1089.542650	49.533325
1089.576771	0.237830
1089.610895	0.000000
1089.645020	0.000000
1089.679146	0.000000
1089.713275	0.000000
1089.781536	0.000000
1089.815669	0.000000
1089.849804	0.000000
1089.883940	0.000000
1089.918078	0.233686
1089.952217	135.255362
1089.986358	284.858930
1090.020501	394.188901
1090.054645	300.819182
1090.088791	119.243289
1090.122938	0.005822
1090.157087	7.166677
1090.191238	90.087297
1090.225390	117.655227
1090.259544	159.192791
1090.293700	176.025406
1090.327857	174.718965
1090.362015	183.458325
1090.396176	288.957210
1090.430338	326.741862
1090.464501	279.246622
1090.498666	218.359248
1090.532833	164.072013
1090.567001	113.950876
1090.601171	45.082121
1090.635343	0.309292
1090.669516	0.000000
1090.703691	0.000000
1090.737867	0.000000
1090.772045	0.000000
1090.806225	0.000000
1090.840406	0.000000
1090.874589	0.000000
1090.908773	0.000000
1090.942959	0.055352
1090.977147	68.740494
1091.011336	101.778393
1091.045527	108.328196
1091.079719	86.159211
1091.113913	48.695941
1091.148109	0.000000
1091.182306	0.000000
1091.216505	0.000000
1091.250705	0.000000
1092.791392	0.000000
1092.825667	0.000000
1092.859943	0.000000
1092.894221	0.000000
1092.928500	63.281184
1092.962781	116.483259
1092.997064	140.137298
1093.031348	117.449489
1093.065634	65.763631
1093.099921	0.071676
1093.134210	0.000000
1093.168501	0.000000
1093.202793	0.000000
1093.237087	0.000000
1100.059201	0.000000
1100.093818	0.000000
1100.128437	0.000000
1100.163057	0.000000
1100.197679	59.526963
1100.232303	161.760393
1100.266928	221.556898
1100.301555	151.372237
1100.336183	52.496138
1100.370813	0.032790
1100.405445	0.000000
1100.440078	0.000000
1100.474713	0.000000
1100.509350	0.000000
1101.792056	0.000000
1101.826755	0.000000
1101.861456	0.000000
1101.896158	0.000000
1101.930862	44.935330
1101.965567	76.695239
1102.000274	92.078212
1102.034983	80.718633
1102.069693	53.103080
1102.104405	27.355917
1102.139119	0.347950
1102.173834	0.000000
1102.208551	0.000000
1102.243270	0.000000
1102.277990	0.000000
1111.818308	0.000000
1111.853481	0.000000
1111.888657	0.000000
1111.923834	0.000000
1111.959012	60.589940
1111.994192	119.161972
1112.029374	144.692167
1112.064558	114.313016
1112.099743	33.526578
1112.134930	0.055902
1112.170119	0.000000
1112.205309	20.900590
1112.240501	102.508756
1112.275695	198.695524
1112.310890	203.734530
1112.346087	101.402545
1112.381285	38.862852
1112.416486	0.065281
1112.451688	0.000000
1112.486891	0.000000
1112.522097	0.000000
1112.557304	45.875097
1112.592512	93.164853
1112.627723	120.813410
1112.662935	149.690881
1112.698148	157.766510
1112.733364	144.264635
1112.768581	264.751196
1112.803799	123.671584
1112.839020	72.020447
1112.874242	0.096477
1112.909465	0.000000
1112.944691	0.000000
1112.979918	0.000000
1113.015146	0.000000
1113.402773	0.000000
1113.438022	0.000000
1113.473272	0.000000
1113.508524	0.000000
1113.543778	21.901689
1113.579033	124.872318
1113.614291	144.433843
1113.649549	118.580208
1113.684810	68.844098
1113.720072	64.329902
1113.755336	118.033836
1113.790602	139.773237
1113.825869	111.088933
1113.861138	54.178017
1113.896408	0.092994
1113.931680	0.000000
1113.966954	0.000000
1114.002230	0.000000
1114.037507	0.000000
1117.431942	0.000000
1117.467383	0.000000
1117.502825	0.000000
1117.538268	0.000000
1117.573714	42.070293
1117.609161	100.126303
1117.644610	140.735303
1117.680060	135.431597
1117.715512	89.851703
1117.750966	37.597354
1117.786421	0.066866
1117.821879	0.000000
1117.857337	0.000000
1117.892798	0.000000
1117.928260	0.000000
1118.318456	0.000000
1118.353939	0.000000
1118.389423	0.000000
1118.424909	0.000000
1118.460396	48.329301
1118.495886	79.937719
1118.531376	84.465963
1118.566869	58.768368
