SPECTRUM - MS
Pol2_010.RAW
FTMS + p NSI sid=25.00  Full ms2 1000.00@hcd100.00 [1000.00-15000.00]
Scan #: 38-48
RT: 0.86-1.08
AV: 11
Data points: 18008
Mass	Intensity
1289.193748	0.091952
1289.237666	83.301914
1289.281587	186.574058
1289.325510	301.066058
1289.369434	296.072479
1289.413362	189.495168
1289.457291	69.765468
1289.501223	0.000000
1289.545156	0.000000
1289.589093	0.000000
1289.633031	0.000000
1289.852757	0.000000
1289.896708	0.000000
1289.940662	0.000000
1289.984619	0.000000
1290.028577	57.810701
1290.072538	163.192782
1290.116501	327.327689
1290.160467	396.243668
1290.204434	443.849716
1290.248404	272.771497
1290.292376	121.098117
1290.336350	87.278038
1290.380327	126.979623
1290.424306	153.428195
1290.468287	212.355422
1290.512270	133.452947
1290.556256	46.692151
1290.600244	0.000000
1290.644234	0.055264
1290.688226	96.601058
1290.732220	173.969472
1290.776217	154.670812
1290.820216	132.056564
1290.864218	90.054504
1290.908221	0.000000
1290.952227	0.000000
1290.996235	0.000000
1291.040245	0.000000
1291.128273	0.000000
1291.172290	0.000000
1291.216309	0.000000
1291.260331	0.000000
1291.304354	0.085551
1291.348380	88.439922
1291.392409	181.386021
1291.436439	265.843338
1291.480472	350.225752
1291.524507	185.673430
1291.568545	13.065539
1291.612584	40.727342
1291.656626	138.438640
1291.700670	293.300229
1291.744716	392.145212
1291.788765	367.854038
1291.832816	242.467276
1291.876869	130.686567
1291.920924	45.240983
1291.964982	0.221097
1292.009042	0.000000
1292.053104	0.000000
1292.097168	0.000000
1292.141235	0.000000
1292.185304	0.000000
1292.229375	0.000000
1292.273448	0.000000
1292.317524	36.047377
1292.361602	95.574539
1292.405682	163.523790
1292.449764	211.475073
1292.493849	108.050077
1292.537936	64.431995
1292.582025	0.317344
1292.626116	0.000000
1292.670210	0.000000
1292.714306	0.162951
1292.758404	75.256697
1292.802505	132.905357
1292.846607	283.008006
1292.890712	261.109695
1292.934820	123.037744
1292.978929	0.000000
1293.023041	82.439173
1293.067155	191.696046
1293.111271	231.052829
1293.155389	259.675951
1293.199510	267.726189
1293.243633	195.873757
1293.287759	113.869960
1293.331886	31.707049
1293.376016	0.164394
1293.420148	0.000000
1293.464282	0.000000
1293.508419	0.000000
1293.552558	0.000000
1295.850894	0.000000
1295.895153	0.000000
1295.939414	0.000000
1295.983677	0.000000
1296.027942	0.126600
1296.072210	59.954942
1296.116480	134.252173
1296.160753	249.235018
1296.205028	169.842087
1296.249304	76.028017
1296.293584	0.000000
1296.337865	0.000000
1296.382149	0.000000
1296.426435	0.000000
1297.002360	0.000000
1297.046677	0.000000
1297.090997	0.000000
1297.135320	0.000000
1297.179644	0.008440
1297.223971	56.329263
1297.268300	195.743677
1297.312632	292.971243
1297.356965	241.403131
1297.401301	188.117347
1297.445640	160.849839
1297.489980	241.105298
1297.534323	356.986304
1297.578668	383.400218
1297.623015	298.393437
1297.667365	163.162027
1297.711717	63.928750
1297.756071	67.412422
1297.800427	114.255956
1297.844786	190.764044
1297.889147	123.609248
1297.933510	45.730704
1297.977876	0.227199
1298.022244	0.000000
1298.066614	0.000000
1298.110986	0.000000
1298.155361	0.000000
1298.199738	0.000000
1298.244117	0.000000
1298.288498	0.035863
1298.332882	78.370393
1298.377268	158.442343
1298.421656	152.979162
1298.466047	140.069850
1298.510440	99.071058
1298.554835	0.000000
1298.599232	0.000000
1298.643632	0.000000
1298.688034	0.000000
1301.356323	0.000000
1301.400864	0.000000
1301.445408	0.000000
1301.489954	0.000000
1301.534502	0.037505
1301.579052	91.607240
1301.623604	141.805226
1301.668159	245.513432
1301.712716	160.615760
1301.757276	66.243304
1301.801838	0.000000
1301.846402	0.000000
1301.890968	0.000000
1301.935536	0.003397
1301.980107	42.651669
1302.024681	158.340676
1302.069256	277.867355
1302.113834	371.480907
1302.158414	331.533451
1302.202996	349.571209
1302.247581	490.974040
1302.292168	564.246190
1302.336757	528.951893
1302.381348	434.650020
1302.425942	152.415235
1302.470538	0.000000
1302.515136	0.000000
1302.559737	42.194188
1302.604340	122.450412
1302.648945	203.909199
1302.693553	216.850612
1302.738163	92.129489
1302.782775	40.377517
1302.827389	0.203568
1302.872006	0.000000
1302.916625	0.000000
1302.961246	0.000000
1303.005870	0.000000
1303.318299	0.000000
1303.362941	0.000000
1303.407585	0.000000
1303.452231	0.000000
1303.496880	0.045433
1303.541531	58.046773
1303.586185	168.340066
1303.630840	281.948900
1303.675498	402.579294
1303.720159	416.623731
1303.764821	431.332555
1303.809486	394.429380
1303.854153	380.539759
1303.898823	277.879777
1303.943494	167.119212
1303.988168	49.804372
1304.032845	70.939727
1304.077523	176.290476
1304.122204	311.792970
1304.166887	325.265564
1304.211573	284.118563
1304.256261	191.454606
1304.300951	102.158974
1304.345643	0.395424
1304.390338	82.991805
1304.435035	185.946905
1304.479734	272.826448
1304.524436	231.969847
1304.569140	154.811590
1304.613846	201.303409
1304.658554	294.359517
1304.703265	234.719588
1304.747978	117.528987
1304.792694	0.000000
1304.837411	0.000000
1304.882131	0.000000
1304.926854	0.000000
1305.642723	0.000000
1305.687484	0.000000
1305.732248	0.000000
1305.777014	0.000000
1305.821782	0.017160
1305.866553	49.635393
1305.911326	151.324061
1305.956101	262.124972
1306.000878	216.728792
1306.045658	107.122270
1306.090440	0.000000
1306.135225	0.000000
1306.180011	0.000000
1306.224800	0.000000
1306.896912	0.000000
1306.941738	0.000000
1306.986566	0.000000
1307.031397	0.000000
1307.076230	0.058029
1307.121065	69.580271
1307.165902	180.182544
1307.210742	275.803854
1307.255584	273.785168
1307.300428	169.393256
1307.345275	68.784161
1307.390124	0.000000
1307.434975	0.000000
1307.479829	0.000000
1307.524685	0.000000
1307.928492	0.000000
1307.973371	0.000000
1308.018252	0.000000
1308.063136	0.000000
1308.108022	82.747071
1308.152910	297.575921
1308.197800	339.494288
1308.242693	413.575844
1308.287588	325.336115
1308.332486	155.008508
1308.377386	57.851618
1308.422288	0.000000
1308.467192	0.000000
1308.512099	0.012819
1308.557008	41.891114
1308.601919	144.257388
1308.646833	255.660444
1308.691749	296.664987
1308.736667	146.160211
1308.781588	104.601336
1308.826511	0.000000
1308.871436	0.000000
1308.916363	0.000000
1308.961293	0.000000
1309.141036	0.000000
1309.185977	0.000000
1309.230921	0.000000
1309.275867	0.000000
1309.320815	0.235354
1309.365766	56.996146
1309.410719	184.814008
1309.455674	306.336790
1309.500632	264.234508
1309.545592	150.386830
1309.590554	31.368767
1309.635518	0.000000
1309.680485	0.000000
1309.725455	0.000000
1309.770426	0.000000
1309.815400	0.000000
1309.860376	0.000000
1309.905354	0.000000
1309.950335	35.716416
1309.995318	116.516919
1310.040304	194.535633
1310.085291	234.442337
1310.130281	163.757408
1310.175274	79.690245
1310.220269	0.257890
1310.265266	0.000000
1310.310265	0.000000
1310.355266	0.000000
1310.400270	0.000000
1310.445277	82.314912
1310.490285	160.347204
1310.535296	216.008352
1310.580309	111.200480
1310.625325	62.434460
1310.670343	120.353000
1310.715363	243.733422
1310.760385	368.542718
1310.805410	422.163711
1310.850437	347.513501
1310.895467	202.853537
1310.940499	69.746714
1310.985533	0.000000
1311.030569	0.000000
1311.075608	0.000000
1311.120649	0.000000
1311.300836	0.000000
1311.345889	0.000000
1311.390944	0.000000
1311.436001	0.000000
1311.481061	0.037989
1311.526123	57.205692
1311.571187	151.254987
1311.616254	253.828438
1311.661323	161.186817
1311.706394	130.936133
1311.751468	87.698963
1311.796544	38.317868
1311.841622	152.636758
1311.886702	282.339990
1311.931785	319.195276
1311.976870	238.184344
1312.021958	163.332797
1312.067048	82.161934
1312.112140	69.721259
1312.157234	39.853939
1312.202331	0.412053
1312.247430	0.000000
1312.292532	5.940786
1312.337636	213.856957
1312.382742	410.863269
1312.427850	728.555947
1312.472961	689.825257
1312.518074	573.454283
1312.563189	385.227037
1312.608307	337.577131
1312.653427	309.896253
1312.698550	322.515061
1312.743674	273.356221
1312.788801	152.518321
1312.833931	47.566159
1312.879063	0.039811
1312.924197	48.151431
1312.969333	178.310761
1313.014472	289.164852
1313.059613	246.969190
1313.104756	87.414896
1313.149902	0.000000
1313.195050	0.000000
1313.240200	0.000000
1313.285353	0.000000
1314.279301	0.000000
1314.324507	0.000000
1314.369715	0.000000
1314.414926	0.000000
1314.460140	63.013877
1314.505355	184.549391
1314.550573	264.674401
1314.595793	186.261086
1314.641016	77.008503
1314.686241	0.008287
1314.731468	0.000000
1314.776698	0.000000
1314.821930	0.000000
1314.867164	0.000000
1315.002881	0.000000
1315.048124	0.000000
1315.093370	0.000000
1315.138618	0.000000
1315.183869	45.863214
1315.229122	210.925920
1315.274377	335.417529
1315.319635	322.088430
1315.364895	180.792904
1315.410157	53.266111
1315.455422	0.175253
1315.500689	0.000000
1315.545958	0.000000
1315.591230	0.000000
1315.636504	0.000000
1315.681780	0.052377
1315.727059	86.972466
1315.772340	178.953311
1315.817623	267.902147
1315.862908	165.693960
1315.908196	120.593146
1315.953487	0.000000
1315.998779	0.000000
1316.044074	0.153888
1316.089372	38.500416
1316.134671	184.959426
1316.179974	335.773624
1316.225278	397.118824
1316.270585	273.877155
1316.315894	141.972573
1316.361205	0.000000
1316.406519	0.000000
1316.451835	0.000000
1316.497153	0.000000
1316.950466	0.000000
1316.995810	0.000000
1317.041156	0.000000
1317.086505	0.000000
1317.131856	96.315236
1317.177210	299.093672
1317.222566	348.582588
1317.267924	394.968673
1317.313285	247.925941
1317.358648	127.417523
1317.404013	94.645945
1317.449380	106.411825
1317.494750	110.213246
1317.540122	101.567204
1317.585497	198.378043
1317.630874	260.007160
1317.676253	306.518548
1317.721635	219.054418
1317.767019	108.987592
1317.812405	0.000000
1317.857794	0.000000
1317.903185	0.000000
1317.948578	0.000000
1317.993974	93.054577
1318.039372	168.487961
1318.084772	220.777613
1318.130175	114.152794
1318.175580	66.902911
1318.220988	0.371041
1318.266398	0.000000
1318.311810	0.000000
1318.357224	0.000000
1318.402641	0.000000
1319.129629	0.000000
1319.175086	0.000000
1319.220545	0.000000
1319.266007	0.000000
1319.311470	47.326621
1319.356937	110.850006
1319.402405	179.930478
1319.447876	166.337976
1319.493349	99.636459
1319.538825	39.189781
1319.584303	0.205556
1319.629783	0.000000
1319.675265	0.000000
1319.720750	0.018372
1319.766238	33.894725
1319.811727	155.716725
1319.857219	285.835553
1319.902714	328.931239
1319.948210	219.840557
1319.993709	220.565177
1320.039211	201.040919
1320.084715	277.995269
1320.130221	251.171406
1320.175729	145.912498
1320.221240	46.637936
1320.266753	0.000000
1320.312269	0.000000
1320.357787	0.000000
1320.403307	0.000000
1320.448829	0.000000
1320.494354	0.061837
1320.539882	97.301829
1320.585411	194.251134
1320.630943	275.400396
1320.676478	212.306272
1320.722015	262.413624
1320.767554	265.232808
1320.813095	293.850638
1320.858639	255.906270
1320.904185	219.138121
1320.949733	311.674956
1320.995284	423.542416
1321.040838	475.260271
1321.086393	358.893721
1321.131951	123.458572
1321.177511	0.012492
1321.223074	0.000000
1321.268639	0.000000
1321.314206	0.000000
1321.359776	0.000000
1321.633244	0.000000
1321.678830	0.000000
1321.724419	0.000000
1321.770009	0.000000
1321.815603	99.292851
1321.861198	146.687205
1321.906796	255.362354
1321.952397	192.837200
1321.998000	92.042939
1322.043605	0.019610
1322.089212	0.000000
1322.134822	0.000000
1322.180434	0.000000
1322.226049	105.471057
1322.271665	298.819417
1322.317285	390.141525
1322.362906	347.712555
1322.408530	252.268881
1322.454157	126.265338
1322.499785	0.000000
1322.545416	0.000000
1322.591050	0.000000
1322.636686	0.000000
1322.682324	0.000000
1322.727964	0.000000
1322.773607	0.000000
1322.819252	0.011533
1322.864900	118.812622
1322.910550	223.654604
1322.956202	290.580184
1323.001857	234.512647
1323.047514	88.090086
1323.093173	0.012111
1323.138835	20.388224
1323.184499	252.076070
1323.230166	384.389232
1323.275835	500.905546
1323.321506	479.483539
1323.367179	248.397725
1323.412855	70.663480
1323.458534	0.000000
1323.504214	0.000000
1323.549897	0.000000
1323.595583	0.000000
1324.281148	0.000000
1324.326871	0.000000
1324.372597	0.000000
1324.418325	0.000000
1324.464055	49.839028
1324.509788	99.082468
1324.555523	215.674709
1324.601261	286.509156
1324.647001	320.771221
1324.692743	316.484590
1324.738488	257.463903
1324.784234	153.514602
1324.829984	49.742577
1324.875736	0.000000
1324.921490	0.000000
1324.967246	0.000000
1325.013005	0.000000
1325.928679	0.000000
1325.974488	0.000000
1326.020299	0.000000
1326.066112	0.000000
1326.111928	0.047623
1326.157746	86.120838
1326.203567	214.516589
1326.249390	362.064810
1326.295215	428.361015
1326.341043	280.622642
1326.386873	123.443191
1326.432705	0.000000
1326.478540	0.000000
1326.524377	0.000000
1326.570216	0.000000
1326.982879	0.000000
1327.028742	0.000000
1327.074608	0.000000
1327.120476	0.000000
1327.166346	28.845587
1327.212219	99.067092
1327.258094	124.100812
1327.303972	158.452732
1327.349852	133.850981
1327.395734	85.957901
1327.441619	65.805956
1327.487506	34.543106
1327.533395	0.352437
1327.579287	0.000000
1327.625181	0.000000
1327.671078	0.000000
1327.716977	0.000000
1327.762878	0.000000
1327.808782	0.000000
1327.854688	0.000000
1327.900597	0.357818
1327.946507	92.906875
1327.992421	210.579424
1328.038336	388.004628
1328.084254	287.725092
1328.130175	232.311859
1328.176097	242.128257
1328.222023	198.952391
1328.267950	154.840752
1328.313880	132.524808
1328.359812	97.708065
1328.405747	0.000000
1328.451684	0.000000
1328.497624	0.000000
1328.543565	0.000000
1328.589510	0.001340
1328.635456	169.551100
1328.681405	321.598728
1328.727357	452.950227
1328.773310	350.404151
1328.819266	182.568800
1328.865225	0.027160
1328.911186	0.000000
1328.957149	0.000000
1329.003115	0.000000
1329.049083	0.000000
1329.095053	0.000000
1329.141026	0.000000
1329.187001	63.804572
1329.232979	97.247639
1329.278959	113.399444
1329.324941	103.008485
1329.370926	71.487005
1329.416913	0.406791
1329.462903	0.000000
1329.508895	0.000000
1329.554889	61.527074
1329.600886	99.471434
1329.646885	116.304623
1329.692886	98.877220
1329.738890	57.706524
1329.784896	0.331994
1329.830905	9.796989
1329.876916	137.625950
1329.922929	359.291631
1329.968945	484.572270
1330.014963	445.648650
1330.060984	399.279585
1330.107007	195.974426
1330.153032	53.973214
1330.199060	0.000518
1330.245090	0.000000
1330.291123	0.000000
1330.337157	0.000000
1330.383195	0.000000
1330.843699	0.000000
1330.889763	0.000000
1330.935829	0.000000
1330.981897	0.000000
1331.027968	68.667520
1331.074041	158.493414
1331.120116	246.110981
1331.166194	144.903599
1331.212275	100.741284
1331.258357	0.000000
1331.304443	0.000000
1331.350530	0.000000
1331.396620	0.000000
1331.673210	0.000000
1331.719316	0.000000
1331.765425	0.000000
1331.811537	0.000000
1331.857651	64.003338
1331.903767	101.205372
1331.949886	123.309666
1331.996007	117.494793
1332.042130	85.249224
1332.088256	0.488106
1332.134384	0.000000
1332.180515	0.000000
1332.226648	0.000000
1332.272783	0.000000
1333.473145	0.000000
1333.519345	0.000000
1333.565548	0.000000
1333.611753	0.000000
1333.657960	0.268002
1333.704170	71.403650
1333.750382	201.016479
1333.796597	299.962969
1333.842814	240.115518
1333.889033	126.749502
1333.935255	0.000000
1333.981479	0.000000
1334.027706	0.000000
1334.073935	0.000000
1334.767658	0.000000
1334.813926	0.000000
1334.860196	0.000000
1334.906468	0.000000
1334.952743	0.334222
1334.999020	89.349911
1335.045299	204.850061
1335.091581	280.055813
1335.137865	232.252872
1335.184152	115.511951
1335.230441	0.000000
1335.276733	0.000000
1335.323027	0.000000
1335.369323	0.456077
1335.415622	122.019184
1335.461923	248.383693
1335.508226	374.902316
1335.554532	397.210156
1335.600841	319.539902
1335.647152	191.463114
1335.693465	50.698636
1335.739780	0.000000
1335.786098	0.000000
1335.832419	0.000000
1335.878742	0.000000
1336.712965	0.000000
1336.759334	0.000000
1336.805705	0.000000
1336.852078	0.000000
1336.898454	109.659463
1336.944832	319.471235
1336.991213	373.359158
1337.037596	307.822134
1337.083982	192.058804
1337.130370	53.643764
1337.176760	0.309623
1337.223153	0.000000
1337.269548	0.000000
1337.315946	0.000000
1337.362346	0.000000
1338.337304	0.000000
1338.383758	0.000000
1338.430213	0.000000
1338.476671	0.000000
1338.523132	0.021540
1338.569595	57.775964
1338.616060	148.334658
1338.662528	242.475264
1338.708998	143.160818
1338.755470	76.480747
1338.801945	0.000000
1338.848423	0.000000
1338.894902	0.000000
1338.941385	0.000000
1338.987869	0.000000
1339.034356	0.190931
1339.080846	130.633082
1339.127338	236.947221
1339.173832	276.220429
1339.220329	159.404406
1339.266828	45.354289
1339.313330	0.000000
1339.359834	0.000000
1339.406340	0.000000
1339.452849	0.000000
1341.734754	0.000000
1341.781384	0.000000
1341.828017	0.000000
1341.874652	0.000000
1341.921290	73.320682
1341.967929	166.766928
1342.014572	188.044728
1342.061217	115.253597
1342.107864	40.184545
1342.154513	0.217715
1342.201166	0.000000
1342.247820	0.000000
1342.294477	0.000000
1342.341136	0.000000
1342.387798	0.000000
1342.434462	0.000000
1342.481129	0.000000
1342.527798	0.020255
1342.574470	64.275719
1342.621144	211.848680
1342.667820	322.879338
1342.714499	392.283003
1342.761180	341.647111
1342.807864	204.671924
1342.854550	69.773663
1342.901239	0.000000
1342.947930	0.000000
1342.994623	0.000000
1343.041319	0.000000
1344.349793	0.000000
1344.396560	0.000000
1344.443329	0.000000
1344.490100	0.000000
1344.536874	0.026667
1344.583651	93.083061
1344.630430	133.753709
1344.677211	152.006992
1344.723994	153.583915
1344.770781	68.512618
1344.817569	0.000000
1344.864360	0.000000
1344.911154	0.000000
1344.957949	0.000000
1347.911021	0.000000
1347.957974	0.000000
1348.004929	0.000000
1348.051886	0.000000
1348.098846	55.813383
1348.145808	108.371388
1348.192773	135.993234
1348.239740	124.989736
1348.286710	63.480563
1348.333682	0.218827
1348.380657	0.000000
1348.427634	0.000000
1348.474613	0.000000
1348.521595	0.000000
1349.367691	0.000000
1349.414720	0.000000
1349.461751	0.000000
1349.508785	0.000000
1349.555821	0.497090
1349.602859	141.222461
1349.649900	265.631350
1349.696944	371.238298
1349.743990	332.391548
1349.791038	210.035090
1349.838089	78.786955
1349.885142	0.000000
1349.932198	0.000000
1349.979256	0.000000
1350.026317	0.000000
1350.120445	0.000000
1350.167513	0.000000
1350.214584	0.000000
1350.261657	0.000000
1350.308732	0.005259
1350.355810	52.087222
1350.402890	165.724648
1350.449973	275.680405
1350.497059	345.694150
1350.544146	273.831912
1350.591236	153.533983
1350.638329	42.833661
1350.685424	0.000000
1350.732522	0.000000
1350.779622	0.000000
1350.826724	0.000000
1350.873829	0.000000
1350.920937	69.098646
1350.968047	111.854768
1351.015159	126.877303
1351.062274	104.716251
1351.109391	60.067560
1351.156511	0.356911
1351.203633	0.000000
1351.250758	0.000000
1351.297885	0.000000
1351.345015	0.000000
1351.439281	0.000000
1351.486418	0.000000
1351.533558	0.000000
1351.580700	0.000000
1351.627844	69.503919
1351.674991	104.839648
1351.722140	124.595916
1351.769292	133.665856
1351.816446	72.627361
1351.863603	0.410708
1351.910762	0.000000
1351.957924	0.000000
1352.005088	0.000000
1352.052255	0.000000
1352.335306	0.000000
1352.382490	0.000000
1352.429677	0.000000
1352.476866	0.000000
1352.524057	84.710818
1352.571251	163.121817
1352.618447	209.735900
1352.665646	160.414125
1352.712847	66.046863
1352.760050	0.367007
1352.807257	0.000000
1352.854465	0.000000
1352.901676	0.000000
1352.948890	0.000000
1354.177310	0.000000
1354.224590	0.000000
1354.271873	0.000000
1354.319159	0.000000
1354.366446	0.012848
1354.413737	87.793162
1354.461029	195.214384
1354.508325	266.082398
1354.555622	133.815555
1354.602922	97.922681
1354.650225	0.000000
1354.697530	0.000000
1354.744838	0.000000
1354.792148	0.000000
1354.886775	0.000000
1354.934093	0.000000
1354.981413	0.000000
1355.028735	0.000000
1355.076060	81.811875
1355.123388	115.717128
1355.170718	220.171940
1355.218050	176.403269
1355.265385	96.534506
1355.312722	0.578089
1355.360062	0.000000
1355.407404	0.000000
1355.454749	0.000000
1355.502096	0.000000
1355.928333	0.000000
1355.975705	0.000000
1356.023080	0.000000
1356.070457	0.000000
1356.117836	36.665416
1356.165218	130.839797
1356.212603	218.316951
1356.259990	254.846614
1356.307379	185.138800
1356.354771	104.511113
1356.402166	17.626376
1356.449563	0.096835
1356.496962	0.000000
1356.544364	0.000000
1356.591768	0.000000
1356.639175	0.000000
1357.065949	0.000000
1357.113380	0.000000
1357.160815	0.000000
1357.208251	0.000000
1357.255690	0.000132
1357.303132	49.335593
1357.350576	142.963837
1357.398023	227.685336
1357.445472	146.955443
1357.492924	75.165607
1357.540378	0.000160
1357.587834	0.000000
1357.635293	0.000000
1357.682755	0.000000
1357.730219	0.000000
1358.347478	0.000000
1358.394977	0.000000
1358.442478	0.000000
1358.489982	0.000000
1358.537489	0.341432
1358.584998	101.067762
1358.632509	226.001753
1358.680023	298.819059
1358.727539	155.578674
1358.775058	81.299720
1358.822579	0.000000
1358.870103	0.000000
1358.917630	0.000000
1358.965158	0.000000
1362.012197	0.000000
1362.059888	0.000000
1362.107582	0.000000
1362.155278	0.000000
1362.202977	0.002521
1362.250678	70.609166
1362.298382	190.529764
1362.346089	309.363076
1362.393797	350.679536
1362.441509	348.792946
1362.489222	293.935852
1362.536939	200.695354
1362.584658	41.224635
1362.632379	0.000000
1362.680103	0.000000
1362.727829	0.000000
1362.775558	0.000000
1362.918760	0.000000
1362.966499	0.000000
1363.014240	0.000000
1363.061984	0.000000
1363.109730	82.672531
1363.157479	117.260353
1363.205231	184.271942
1363.252985	109.868670
1363.300741	59.716768
1363.348500	0.363265
1363.396261	0.000000
1363.444025	72.135433
1363.491792	136.191525
1363.539561	203.612881
1363.587332	153.640442
1363.635106	70.740655
1363.682883	0.006416
1363.730662	0.000000
1363.778444	0.000000
1363.826228	0.000000
1363.874014	0.000000
1369.386268	0.000000
1369.434347	0.000000
1369.482428	0.000000
1369.530513	0.000000
1369.578599	66.755400
1369.626689	106.943654
1369.674780	123.276159
1369.722875	107.349811
1369.770971	129.245904
1369.819071	240.595814
1369.867173	341.557167
1369.915277	298.189642
1369.963384	171.055714
1370.011494	39.319385
1370.059606	0.000000
1370.107720	0.000000
1370.155837	0.000000
1370.203957	0.000000
1376.578070	0.000000
1376.626528	0.000000
1376.674989	0.000000
1376.723452	0.000000
1376.771918	74.860431
1376.820387	141.681484
1376.868858	198.775320
1376.917332	116.722829
1376.965808	155.249274
1377.014287	153.326244
1377.062768	221.675827
1377.111252	203.791966
1377.159739	83.506597
1377.208228	0.495834
1377.256720	0.000000
1377.305214	0.000000
1377.353711	0.000000
1377.402210	0.000000
1382.801599	0.000000
1382.850387	0.000000
1382.899177	0.000000
1382.947969	0.000000
1382.996764	0.357511
1383.045562	118.597185
1383.094362	221.601584
1383.143165	174.476308
1383.191970	148.014365
1383.240778	98.217752
1383.289589	0.000000
1383.338402	0.000000
1383.387218	0.000000
1383.436036	0.000000
1386.516810	0.000000
1386.565794	0.000000
1386.614781	0.000000
1386.663770	0.000000
1386.712762	114.418482
1386.761756	228.122950
1386.810754	333.711897
1386.859753	328.612118
1386.908755	225.665732
1386.957760	120.506600
1387.006768	0.016337
1387.055778	0.000000
1387.104791	0.000000
1387.153806	0.000000
1387.202824	0.000000
1393.745426	0.000000
1393.794793	0.000000
1393.844164	0.000000
1393.893537	0.000000
1393.942912	61.702294
1393.992290	94.314726
1394.041671	112.893301
1394.091055	105.636315
1394.140441	74.325499
1394.189829	0.437878
1394.239221	0.000000
1394.288615	0.000000
1394.338011	0.000000
1394.387410	0.000000
1396.316027	0.000000
1396.365532	0.000000
1396.415039	0.000000
1396.464548	0.000000
1396.514061	82.843624
1396.563575	156.043449
1396.613093	211.522229
1396.662613	110.367956
1396.712136	56.154277
1396.761661	0.326046
1396.811189	0.000000
1396.860720	0.000000
1396.910253	0.000000
1396.959789	0.000000
1439.312248	0.000000
1439.364056	0.000000
1439.415867	0.000000
1439.467681	0.000000
1439.519498	34.105269
1439.571318	67.425899
1439.623140	92.210822
1439.674965	90.103389
1439.726793	60.518734
1439.778624	0.687135
1439.830458	0.000000
1439.882294	0.000000
1439.934133	0.000000
1439.985975	0.000000
1440.297086	0.000000
1440.348948	0.000000
1440.400812	0.000000
1440.452679	0.000000
1440.504549	42.884076
1440.556422	73.561097
1440.608298	90.221461
1440.660176	77.828873
1440.712057	42.430451
1440.763941	0.479898
1440.815828	0.000000
1440.867718	0.000000
1440.919610	0.000000
1440.971506	0.000000
1493.427886	0.000000
1493.482644	0.000000
1493.537405	0.000000
1493.592168	0.000000
1493.646935	34.132360
1493.701705	285.399685
1493.756477	705.718928
1493.811253	1133.346554
1493.866032	1235.028675
1493.920813	883.793862
1493.975598	781.457498
1494.030386	607.519274
1494.085177	602.071044
1494.139970	478.990170
1494.194767	279.919107
1494.249567	81.190078
1494.304370	0.178440
1494.359176	0.000000
1494.413985	0.000000
1494.468796	0.000000
1494.523611	0.000000
1574.208091	0.000000
1574.267351	0.000000
1574.326614	0.000000
1574.385881	0.000000
1574.445151	33.658052
1574.504424	69.830538
1574.563701	173.320238
1574.622981	219.444247
1574.682264	241.815158
1574.741551	249.471840
1574.800841	264.104484
1574.860135	224.929458
1574.919432	154.955465
1574.978732	79.444262
1575.038036	58.710202
1575.097342	118.597152
1575.156653	156.453376
1575.215966	121.674392
1575.275283	66.465433
1575.334603	0.828178
1575.393927	0.000000
1575.453254	0.000000
1575.512584	0.000000
1575.571918	0.000000
1642.547161	0.000000
1642.610321	0.000000
1642.673486	0.000000
1642.736653	0.000000
1642.799825	18.506635
1642.863000	87.731119
1642.926179	643.341679
1642.989361	1236.654807
1643.052547	2122.654144
1643.115737	2690.501229
1643.178930	3184.396852
1643.242127	3168.173095
1643.305328	3152.394667
1643.368532	2580.826427
1643.431740	2050.526398
1643.494951	1372.403214
1643.558167	1016.662769
1643.621385	267.357401
1643.684608	195.625998
1643.747834	201.428548
1643.811064	249.692655
1643.874297	143.173185
1643.937534	42.381687
1644.000775	0.163463
1644.064020	0.000000
1644.127268	0.000000
1644.190519	0.000000
1644.253775	0.000000
1732.891098	0.000000
1732.959541	0.000000
1733.027988	0.000000
1733.096438	0.000000
1733.164893	122.107959
1733.233352	477.055498
1733.301815	814.683656
1733.370282	1103.530032
1733.438753	1254.278791
1733.507228	963.197535
1733.575707	633.656195
1733.644190	476.508898
1733.712677	587.556563
1733.781168	473.634161
1733.849664	393.124334
1733.918163	137.649056
1733.986666	0.509765
1734.055174	0.000000
1734.123686	0.000000
1734.192201	0.000000
1734.260721	0.000000
1818.769821	0.000000
1818.843414	0.000000
1818.917011	0.000000
1818.990613	0.000000
1819.064220	40.441132
1819.137831	150.743167
1819.211446	336.524375
1819.285066	332.978839
1819.358690	376.328365
1819.432319	153.195185
1819.505952	98.072660
1819.579590	0.547247
1819.653232	0.000000
1819.726879	0.000000
1819.800530	0.000000
1819.874185	0.000000
1824.967239	0.000000
1825.041209	0.000000
1825.115183	0.000000
1825.189161	0.000000
1825.263144	286.629279
1825.337132	1357.784671
1825.411124	2339.149903
1825.485120	2871.061915
1825.559121	2797.482946
1825.633127	2442.037088
1825.707137	1716.236233
1825.781151	1769.788737
1825.855170	1683.757696
1825.929194	1665.205485
1826.003222	1543.629757
1826.077254	1137.691048
1826.151291	671.275649
1826.225333	323.333022
1826.299379	80.938573
1826.373429	0.395051
1826.447484	0.000000
1826.521544	0.000000
1826.595608	0.000000
1826.669676	0.000000
1852.721698	0.000000
1852.797361	0.000000
1852.873029	0.000000
1852.948702	0.000000
1853.024379	49.825782
1853.100061	90.281586
1853.175747	114.922001
1853.251439	106.965190
1853.327134	72.355019
1853.402835	0.618933
1853.478540	0.000000
1853.554250	0.000000
1853.629964	0.000000
